38.68;38.43;37.01;36.75;38.26;42.5;52.93;68;71.99;72.75;69.99;64.7;61.1;58.67;57;55.5;57.99;67.93;86;71.43;53.93;46.34;42.48;37.25
38.7;37.1;34.11;33.57;33.6;38.36;42.6;53.8;57.73;57.01;55.88;55.88;53.88;50.01;48.19;45.7;48.95;61;75.11;60.28;50.6;45.5;47.06;41.78
42;38.61;38.09;37.01;36.27;36.72;34.13;34.6;39.76;43.93;47.7;46.4;43.2;39.9;35.9;37.21;37.78;43.49;50.61;43.72;38.55;35.27;34.62;26.44
32.67;25.18;19.24;16.25;13.98;15.34;18;21.3;25;34.32;38.36;40.88;39.44;30.93;25.51;26.48;31.19;39.68;52.08;57.04;51;47.92;48.01;41.06
37.46;34.39;33.31;31.95;33.58;36.91;43.99;45.5;55.34;54.99;53.99;51.07;47.6;46;43.3;42.84;45.76;54.24;69.4;62.8;50.01;46.12;44.45;38.98
35.43;32.05;29.99;29.54;29.7;33.93;41.4;48.89;49.99;48.61;47.5;44.29;41.64;42.95;42.36;45;48.35;56.23;70.43;64.17;53.56;48.9;44.69;40.8
41.83;38.46;36.85;36.06;36.09;41.12;43.75;49.75;57.43;54.93;49.42;44;39.72;39;38;40.93;42.01;48;58.26;54.75;43.43;38.79;35;27.77
26.7;18.05;14.61;13.09;15.54;21.5;35.51;45;47.72;49.36;51;51.15;46.56;45.65;45;46.28;46.5;54.92;63.5;58.5;47.6;46.8;44.28;35.94
29.4;25.43;24.31;24.1;25.74;30.01;37.81;47.72;51.65;51.48;50.52;49.43;44.43;42.31;40.46;41.43;42.24;49.43;56.94;52.66;45.22;39.98;38.43;34.59
36.67;32.54;29.9;28.44;28.44;30.01;34.47;39.07;41.85;43.99;44.61;43.14;40.01;36.25;34.4;34.69;36.93;44.6;54.4;49.15;46.67;41.3;42;37.43
35.12;32.49;28.98;28.27;28.21;29.18;28.73;33.04;34.73;41.53;45.01;47.52;44.2;38.4;37.2;37.06;38.04;47.59;60.95;59.81;49.52;44.32;45.26;38.9
39.74;37.66;35.56;35.18;35.89;39.44;44.74;62.25;58.67;57.26;54.72;55.58;53.44;53.86;52.81;53.28;53.26;58.62;75.46;66.01;56.12;50;47.63;40.75
37.99;35.24;34.6;33.55;33.51;35.12;44.35;54.2;55.9;54.8;54.93;54.93;51.57;49.98;47.9;46.15;44.96;47.56;54.89;52;48.51;44.64;41;37.29
38.68;35.76;34.28;34.19;33.96;39.11;46.89;56.57;63.11;61.11;56.9;56.66;55.84;53.6;50.84;49.71;49.9;55.01;64.84;64.45;53;48.54;46.49;40.99
42.28;38.94;37.01;35.75;36.25;39.25;45.3;53.28;59.99;58.78;55.2;53.01;51.1;48.92;46.5;45.49;45;52.13;60.34;62.52;51.47;49.01;49;41.5
39.43;36.4;34.43;32.83;34.97;39.43;47.3;55.44;59.01;59.8;54.99;53.53;50.01;46.43;44.93;44.89;45.5;51.26;57.25;59.38;52;46.5;46.3;42.01
42.95;39;37.45;36.6;35.99;35.69;36.17;39.1;40.76;45.8;46.08;44.02;39.24;37.02;36.6;36.78;39.99;45.39;54.01;53.38;46.3;41.27;44.05;38.69
35.75;32;29.05;28.27;27.86;27.86;28.08;31.19;32.69;37.81;40.3;44.64;44.7;38.94;35.4;35;35.58;43.33;53.5;56.14;51.3;46.04;46.36;39.41
37.81;34.67;33.62;32.56;34.01;37.3;49.17;57.85;59.76;58;53.43;52.09;49.79;49.56;46.86;45.86;46.29;52.51;64.61;65.8;56.2;51.7;50.69;44.08
39.33;38.01;36.91;35.4;36.2;39.45;47.1;54.85;58;55.44;47.79;45;43.76;43.94;44.98;46.81;48.68;54.63;67.73;73.2;57.03;49.66;47.64;40.45
42.32;40.65;40.18;38.44;38.4;42.41;51.23;56.38;56;50.88;41.5;40.71;39.64;40.58;41.97;43.32;44.11;49.68;57.19;58.35;46.4;42.34;41.2;36.05
34.8;33.2;31.83;30.3;32.2;35.05;43;49.85;51.6;48.51;42.92;40.5;38.85;42.9;40.65;40.94;44.25;51.72;65.43;70.11;54.4;49.02;47.44;43.69
41.7;39.65;38.3;37.32;37.76;43.15;50.5;60.1;61.37;55.91;50.19;44.61;40.49;40.48;41.6;42.73;42.75;49.08;59.83;63.35;48.4;44.74;43.49;39.84
40.53;38.1;36.15;36;35.8;35.4;36;40.88;43.69;45.51;46;43.9;40.2;37.03;36.4;37.64;38.79;45.7;56;57.5;50.01;42.01;43.77;36.54
31.93;27.8;26.37;24.51;24.85;25.33;23.83;25.52;31;37.5;40.95;44.84;43.79;36.86;33.81;32.93;32.07;39.22;50.4;54.12;49.67;43.67;43.9;36.76
34.6;31.55;29.18;28.42;29.33;34.14;45;54.45;56.18;53.03;50.17;48.92;45.47;43.57;43.31;45.04;44.09;48.65;58.99;68.26;52.38;48;46;42
37.28;35.14;34;34;35;37.58;45.88;56.09;56.78;54.59;53.01;52.38;48.75;47;44.75;43.8;42.18;49.66;59.85;69.89;53.13;49.75;47.61;38.5
38.45;37.26;35.91;34.75;34.84;39;46.76;55.24;56.68;52.82;49.28;46;44.57;43.91;42.34;42.61;43.76;50.65;59.42;78.81;59.48;49.93;48.2;41.38
39.19;36.75;35.5;34.28;35.04;38.23;46.54;53.5;55.27;50.63;45.47;44.4;42.43;42.61;41.98;42.4;43.04;47.55;56.2;74.64;54.82;46;46.16;40.76
36.36;35;34.7;32.7;32.87;35.4;43.1;52.58;54.52;49.9;43.9;40.67;39.54;39.31;39.9;40;39.13;47;54.94;64.38;51.69;43.56;42.71;37.61
37.49;35.6;34.85;35;33.25;33.81;33.99;36.02;38.11;39.29;40.19;37.73;35.1;33.6;32.35;34.61;35.86;42.6;50.95;56.03;50.01;42.75;41.9;36.36
32.63;26.15;24.85;24.01;23.65;23.77;22.13;24.15;27.85;31.91;35.6;37.39;33.14;29;26.42;26.37;28.21;35.6;47.88;56.36;50.51;43.74;45.13;35.6
34.43;30.89;29.4;27.57;28.35;32.85;42.68;54;57.34;55.99;50.62;49.72;47.95;46.49;44.93;45.24;45.75;50.33;59.18;77.82;58.09;48.51;47.55;39.65
38.49;36.36;34.43;33.41;33.33;37.16;48;54.5;54;48.6;43.07;40.46;40.01;40.98;39.96;40.78;41.95;47.22;60.31;83.16;57.37;47.5;46.69;39.72
36.08;34.3;33;32.29;33.16;36.74;46.6;56.79;53.28;49.51;45;41.89;40.1;41.26;42.1;44.37;44.82;49.15;60.71;83.83;60.69;48.71;44.01;38.58
36.18;34.93;33;32.39;32.43;36.4;45.41;56.16;53.75;46.78;40.81;39.01;39.01;39.01;39.17;42.43;42.74;47.4;56.43;83.4;58.93;48.76;45.47;37.93
38.37;37.01;35.19;32.79;33.43;37.93;47.8;54.01;55.01;48.16;42.83;41.87;41.48;40.99;40;41.27;41.73;44.6;53.33;65.51;53.63;44.93;43.43;38.41
37.22;35.07;30.18;29.67;27.8;30.16;32.1;35.18;36.39;38.94;39.7;38.71;35.68;34.18;32;34.18;35.62;40.14;49.94;55.29;48.8;40.42;41.12;35.65
29.9;26.8;;22.2;21.08;20.03;19.93;21.97;23.86;27.3;30.8;32.06;29.41;26;21.6;20.01;21.79;26.79;39.8;49.4;52.11;42.96;39;33.9
28.3;24.9;21.8;18.7;21.1;29.8;46.7;50.5;57;50.79;45.88;42.62;40.79;40.11;40.08;41.3;40.28;42.21;49;59.5;59;47.6;42.54;36.18
33.53;31.07;27.43;26.52;28;30.43;47;57;58.01;54.33;45;41.84;39.88;38.12;36.2;35.8;35.8;39.1;42.58;49.43;55.66;46.77;41.4;37.17
35.33;29.71;26;24.5;26;33.6;43.29;54.93;56.3;50.91;45;41.14;37.04;35.01;31.83;32.18;34.46;35.94;40.2;45.4;47.76;39;36.33;28.9
25.2;19.46;14.71;12.6;13.79;23.15;38;46.01;49.17;47.87;41;38.92;36.08;33.93;31.37;28.88;30.88;32.88;38.88;43.16;44.23;41.24;39.04;33.51
24.7;20.6;18.22;17.26;17.58;25.79;37.95;48.9;49.9;50.2;47.2;47.14;43.2;40;38.93;36.96;36.61;38.28;42.68;46.43;48.81;44.77;41.98;31.44
23.54;16.93;10.08;8.5;6.76;12.18;18.09;24.22;25.52;30.23;31.57;32.46;26.78;23.01;20.01;21.01;25.2;32.31;41.61;49.22;49.32;43.25;44.23;38.2
29.9;23.99;23.5;21.97;20.4;21.21;18.72;23.62;22.55;28.01;31.45;29.43;25.2;13.1;11.5;10.61;18;26.04;35.81;43.6;48.41;40.1;38.81;30
24.16;20.93;18.51;15.43;16.45;26.01;42.85;52.03;51.53;49.2;45.09;44.2;40.48;37.77;36.42;36.4;37.06;43.43;46.85;55.3;61.01;51.57;45.26;38.17
38.04;34.78;34.7;32.83;33.04;37.67;50.45;56.65;70.89;66.1;55.15;51.54;51.55;50.45;47.38;45.7;45;47.02;49.08;54.72;51.65;50.5;49.36;43.3
39.35;35.53;33.49;30.5;30.18;34.93;46.26;55.05;57.4;54.04;53.02;52.1;49.95;48.67;48.28;48;46.27;48.24;52.42;56.08;56.6;51.75;48.98;42.67
40.08;37.2;35;33.51;34.5;37.71;48.17;56.91;62.11;62.85;62.06;61.11;55.11;52.75;47.85;47.2;44.89;47.98;52.55;54.56;60.49;54.16;50.33;42.99
39.4;36.03;32.82;29.54;29.98;30.82;31.68;35.33;41.02;43.49;43.78;44.32;41.22;33.56;31.86;30.07;31.24;36.18;41.01;47.34;47.68;44.4;45.37;37.92
33.35;29.12;24.23;22.69;21.13;22.8;24.6;29.21;34.28;41;41.39;40.51;40.01;32.9;27.47;26.67;26.28;32.4;39.23;45.05;48.62;43.48;41.2;36.33
29.71;25.64;21.24;19;17.16;16.19;17;20.97;25.41;28.46;33.36;36.02;32.9;20.53;15.57;12.9;18.4;25.81;30;38.64;49.24;40.96;40.33;32.55
26.6;22;17.5;15.74;9.46;11.55;13.52;21.35;23.8;28.54;32.31;33.42;30.55;23.18;17.9;16.9;18.9;24.3;35.3;42.37;46.69;43.68;41.78;35.43
21.47;15.69;9.42;9.04;9.41;14.99;43.47;56.25;57.99;57.15;53.31;51.79;47.48;44.98;44.27;41.82;41.63;45.99;51.05;57.91;64.61;57.96;48.07;39.11
41.79;37.81;34.25;33.35;33.73;37.5;49.15;58;65.03;63.63;60.44;61.6;59.61;54.97;51.78;50.86;48.57;50.8;56.97;59.73;65.43;58.6;53.39;45.95
43.31;41;38.87;37.5;38.13;41.21;53.36;62.53;80;77.49;61.1;58.13;51.4;49.74;47;46.78;45.88;49.07;56.45;58.13;63.63;56.11;54.02;50.01
44.28;40.09;39.14;38.01;37.5;41.61;55.11;61.2;68.13;66.96;61.08;61.54;54.68;50.71;48.05;46.4;44.01;46.68;52.64;55.35;59.21;56.29;53;47.5
47.5;43.64;40.39;38.18;37.88;38.43;42;47;48.13;53.65;52.19;49.86;47;41.4;38.04;36.93;37.27;42.13;48;51;53.82;49.93;49.46;46.21
34.6;31.02;29.87;27.32;27.3;27.53;26.61;28.95;31.99;36.05;38.62;38.36;34.73;30.91;26.81;25.39;25.3;28.91;34.13;39;52.7;45.79;46.83;41.36
35;30.93;27.59;27.89;27.93;32.93;47.57;57.82;66.33;64.39;61.43;59.61;56.93;52.01;47.71;45.73;44.54;46.05;56.93;59.43;65.56;61.68;55.43;49.43
41.71;39.57;38;37.16;37.27;40.76;49.54;69.33;71.11;63.71;51.64;48.73;42.38;40.53;41.04;41.03;43.39;46.17;55.21;59.93;62.84;59.65;50;45.1
37.73;36.36;36.43;35.36;35.43;40.01;50;66.66;69.99;64.93;61.44;57.52;53.1;49.55;45.4;45.92;45;48.67;57.87;60.4;57.99;57.8;47.29;41.93
37.98;36.47;34.5;33.26;33.6;37.2;46.68;59.43;68.02;62.43;58.93;54.24;48.93;46.9;46.01;45.68;45.44;49.1;58.81;63.5;61.43;57.1;51.43;45.88
44.43;41.56;40.17;39.01;39.01;43.43;53.45;69.35;77.21;72.11;70.11;63.01;60.5;51.77;47.43;45.15;44.33;47.61;55.32;58.43;60.41;56.23;51.13;44.61
44.04;39.89;38.32;36.2;35.51;36.64;38.5;41.49;44.54;47.24;47.9;46.71;45.23;38.6;35.09;33.5;32.91;37.3;44.27;48.27;50.8;49;49.68;43.95
40.43;33.5;30.36;28.8;27.59;27.9;28.2;29.11;29.3;33.32;34.41;36.21;35.7;29.87;26.03;24.47;25.43;29.41;36.43;44.61;50;49.07;50.45;42.47
35.8;32.43;30.01;29.07;29.84;36.99;48.98;62.93;66.93;62.43;58;55.1;51.61;48;45.93;44.93;44.17;46.76;56.85;61.22;62.99;57.96;51.8;43.43
43.4;39.4;36.9;35.61;35.64;40.36;57.7;64.8;70;70;68.9;68.1;63.25;58.8;52.3;48.8;46.99;49.4;57.95;60.12;59.17;55.54;50.88;42.8
39.68;36.2;34.42;33.78;33.81;36.6;43.43;55.17;57;54.6;49.19;46.75;44.68;43.38;42.53;42.9;41.58;43.92;50.5;53;53.5;49.93;47.84;39.86
33.85;31.01;28.4;27.14;26.86;30.93;41.41;50;55.21;49.93;46.93;45.93;42.2;40.2;39.5;39.01;40.2;43.85;47.6;51.93;53.62;49.6;46.35;41.43
38.05;34.43;32.43;31.15;31.01;35.46;41.49;50.05;57.55;50.37;45.86;40.9;38.93;39.7;37.85;37.75;38.68;43.8;50.73;54.93;57.01;57.93;50.21;43.93
44.91;39.16;36;33.51;32.66;33.39;33.7;39.12;42;43.46;42.42;42.42;37.55;34;33.31;33.47;33.37;35.57;39.86;41.5;45.52;43.81;43.57;37.3
28.81;23.5;19.29;15.54;14.99;14.99;13.99;16;18.25;25;29.57;31.8;31.42;23.88;20.89;19.44;20.55;24.6;33.75;41.11;47.5;46.67;47.36;36.23
33.21;28.43;26.43;24.8;24.68;31.93;45.5;48.65;54.5;49.43;45.43;43.93;40.66;39.43;39.18;38.77;39.43;41.43;45.6;47.2;55.15;50.65;46.36;40.86
27.93;24.93;20.93;16.52;16.5;18;20.29;22.93;24.93;25.18;24.32;24.99;25.93;19.32;17.94;18.06;18.08;21.82;31.18;36.82;42.43;42.9;42.73;39.93
35.1;30.18;28.07;27.06;27.42;34.14;47.65;59.65;67.26;65.22;59;53.78;49.66;48.78;45.99;44.78;44.28;46.03;52.46;55.24;62.43;60.15;56.32;47.83
39.32;35.21;35;32.88;33.43;35.51;44.6;60.12;66.12;67.2;66.27;66.2;57.46;56.01;52.03;49.61;47.5;49.6;55.9;56.1;57.26;56.1;52.01;45.43
39.68;36.4;33.17;32.8;32.8;35.68;45.52;57.09;63.17;60.45;53;49.99;44.84;43;41.08;40.93;41.5;44.6;50.89;54.01;54.01;50.68;48.54;41.77
35.99;34.48;31.94;28.53;27.74;28.86;30.43;34.85;41.99;46.8;46.73;45.73;42.31;38.05;35.68;33.49;32.68;34.66;41.29;44.5;46.11;42.51;41.77;35.4
32.34;26.5;24.99;22.43;21.43;21.43;21.89;25;29.43;33.43;36.43;40.43;36.93;32.43;26.93;25.43;26.43;30.43;37.43;40.24;46.93;45.96;46.43;38.43
35.86;30.43;27.93;25.99;27.73;33.99;44.22;55.48;66.52;64.12;59.6;58.1;55.4;54.04;49.18;46.12;45.08;45.93;54.98;54.96;57.41;53.21;50.44;40.93
38.05;35.33;34.03;32.51;32.51;34.2;40.66;45.05;50.48;48.79;44.75;43.82;38.02;37.14;38.1;37.01;37.43;40.9;45.58;48.01;50.67;49.7;45.88;37.35
32.96;31.93;29.4;28.7;29.17;32.37;42.5;53.8;58.43;57.93;57.03;56.92;52.13;49.45;48.33;46.21;44.8;45.8;50;51.6;51.67;50.87;47.5;38.86
38.45;35.66;33.41;32.5;33.1;35.43;46.76;56.4;59.01;56.07;47.83;45.34;42.09;41.93;39.43;39.41;41.58;45.8;49.64;50.33;50.01;47.9;44.93;40.48
33.66;29.8;28.68;24;26.43;31.43;41.93;49.16;54.17;48.33;44.25;40.93;38.93;36.42;33.9;35.28;34.88;39.33;42.94;45.01;46;43.46;41.93;32.61
31.96;27.87;25;20.88;19.88;20.88;26;29.85;30.96;35.4;35.43;33.75;28.6;20.56;19.93;19.89;20.35;25.49;32.57;36.61;39.93;41.31;41.88;34.58
31.03;26.3;23.6;20.25;18.93;19.5;22.87;23;20.97;23.83;28;32.01;35.11;23.29;21.72;19.95;22.01;27.42;35.62;40.4;46.86;47.49;47.22;38.6
36.2;33.6;30.65;25.83;26.38;30.53;43.28;50.93;52.41;51.61;49.4;48.3;45.5;42.32;41.15;40.05;44.74;47.71;51.06;53.43;53.47;52.34;49.43;43.21
38;35;33.44;31.76;32.96;36.2;47.66;55.25;62.95;56.03;55.8;53.95;51.3;47.95;44.53;45.33;43.22;48.71;52.03;54.03;51.47;53.8;50.12;41.6
38.2;35.43;32.82;31.13;32;34.58;44.7;49.11;56.18;54.6;51.92;51;44.3;42.99;40.2;39.52;38.93;41.68;44.5;47.38;46.65;46.43;45.43;37.51
32.09;27.5;25.1;23.3;22.4;22.43;20.8;19.43;26.4;29.58;29.4;28.01;26.83;21.3;17.9;17.9;21.43;28.6;32.63;38;44.01;43;44.1;35.03
30.76;27.93;26.81;21.81;24.23;29.93;40.43;49.8;51.8;50.98;49.99;48.87;45.98;43;40.7;39.58;40;41.87;46.78;48.43;49.43;48.8;50.93;41.22
36.16;31.86;30.65;29.93;29.43;29.52;32.57;34.89;40.59;44.07;42.96;39.6;37.4;32.93;29.58;29.6;31.3;34;38.57;42.72;43;43.43;41.43;34.16
31.74;26.55;24;22.43;21.93;21.67;21.43;23.93;25.4;27.93;27.65;28.93;27.43;20.88;20.16;19.81;20.88;26.43;32.46;37.61;39.7;42.25;41.94;34.52
34.93;29.61;25.74;24.4;23.8;28.93;41.96;50.93;58.43;55;52.84;50.86;48;45.8;45.43;44.43;42.28;45.86;48.93;50.43;50;47;45;37.81
33.73;30.16;26.93;24.43;25.23;29.59;40.21;50.9;54.35;53.67;53.08;52.92;48.21;45.1;44.2;42.93;42.83;44.85;48.7;49.93;49.6;46.69;45.29;36.41
35.82;31.44;28.43;26.01;26.9;31.43;40.98;51.37;53.3;52.3;51.71;51.78;47.9;44.8;44.11;43.3;43.5;46.38;48.32;48.6;47.54;46.49;44.05;35.93
33.53;31.8;29.52;24.3;26.88;30.6;40.43;48.85;53.43;53;51.12;46.93;44.5;41.3;38.96;38.57;38.18;40.99;44.68;45.36;45.78;43.9;42.55;36.76
34.93;33.11;30.71;27.48;27.93;32.42;40.93;52.91;55.85;54.43;51.54;48;44.84;39.9;37.68;37.37;37.9;41.27;44.2;45.25;45.7;43.68;43.14;37.68
32.26;29.83;28.51;26.9;27.18;27.84;27.93;29.88;33.93;36.68;36.43;36.11;33.68;30.37;27.85;27.75;27.5;31.8;36.07;40.2;40.2;39.38;39.43;34.68
24.93;19.01;14.93;12.43;11.38;10.48;11.21;15.93;20.92;23.79;25.89;26.93;25.59;19.93;17.14;17.9;19.01;21.43;27.43;33.59;39.12;41.93;40.93;30.27
24.53;20.51;16.84;14.6;14.26;16.37;17.8;19.07;20.88;27.24;28.01;29.5;27.06;22.93;20.7;19.41;20.16;23.15;29.96;34.01;41.87;43.34;42.5;35.44
27.18;22.45;19.38;15.37;15.28;21.85;39.09;52.18;56.43;55.93;52.49;52.14;48.43;47;42.5;41.41;40.37;43.93;47.82;48.11;49.68;47.63;46.43;39
